id,day_hour,clientip,GET,POST,HEAD,hour,no_of_client
17084,2019-01-22 5,91.99.72.129,1,0,0,5,1
17085,2019-01-22 0,2.179.141.5,0,1,0,0,1
17086,2019-01-22 5,66.111.54.523,1,0,0,5,1
17087,2019-01-22 0,66.111.54.315,1,0,0,0,1
17088,2019-01-22 9,5.78.198.666,1,1,0,9,2
17089,2019-01-23 7,5.211.97.39,0,1,0,7,1
17090,2019-01-22 6,54.36.148.616,1,0,0,6,1
17091,2019-01-19 5,5.62.206.117,1,0,0,5,1
17092,2019-01-22 8,5.209.200.635,1,0,0,8,1
17093,2019-01-22 4,91.99.72.203,0,1,0,4,1
17094,2019-01-22 1,66.111.54.545,1,0,0,1,1
17095,2019-01-22 10,204.18.198.322,1,0,0,10,1
17096,2019-01-22 5,2.179.141.787,0,1,0,5,1
17097,2019-01-22 11,2.179.141.42,0,1,0,11,1
17098,2019-01-22 7,66.249.66.299,1,0,0,7,1
17099,2019-01-31 0,5.62.206.190,1,0,0,0,1
17100,2019-01-27 10,66.249.66.194,0,1,0,10,1
17101,2019-01-22 1,66.249.66.821,1,0,0,1,1
17102,2019-01-22 2,5.211.97.9,1,0,0,2,1
17103,2019-01-28 9,54.36.148.208,1,0,0,9,1
17104,2019-01-22 5,66.111.54.91,1,0,0,5,1
17105,2019-01-22 10,5.211.97.13,1,0,0,10,1
17106,2019-01-22 2,66.111.54.312,1,0,0,2,1
17107,2019-01-22 4,5.211.97.206,1,0,0,4,1
17108,2019-01-12 2,5.62.206.542,1,0,0,2,1
17109,2019-01-22 6,66.111.54.111,1,0,0,6,1
17110,2019-01-22 4,66.249.66.225,1,0,0,4,1
17111,2019-01-22 0,66.249.66.929,1,0,0,0,1
17112,2019-01-22 3,66.249.66.907,1,0,0,3,1
17113,2019-01-22 7,66.249.66.616,1,0,0,7,1
17114,2019-01-22 2,66.249.66.198,2,0,0,2,2
17115,2019-01-22 2,40.77.167.115,1,0,0,2,1
17116,2019-01-22 4,91.99.72.564,1,0,0,4,1
17117,2019-01-22 6,66.249.66.65,1,0,0,6,1
17118,2019-01-22 4,66.249.66.698,1,0,0,4,1
17119,2019-01-22 4,66.249.66.579,1,0,0,4,1
17120,2019-01-22 5,66.249.66.564,1,0,0,5,1
17121,2019-01-22 7,5.209.200.573,1,0,0,7,1
17122,2019-01-22 0,66.249.66.639,1,0,0,0,1
17123,2019-01-22 4,66.249.66.768,1,0,0,4,1
17124,2019-01-22 4,66.249.66.870,2,0,0,4,2
17125,2019-01-22 3,66.249.66.196,1,0,0,3,1
17126,2019-01-22 5,66.249.66.795,1,0,0,5,1
17127,2019-01-22 6,5.209.200.368,1,0,0,6,1
17128,2019-01-22 4,66.249.66.697,1,0,0,4,1
17129,2019-01-22 0,91.99.72.188,1,0,0,0,1
17130,2019-01-22 9,5.78.198.121,1,0,0,9,1
17131,2019-01-22 2,91.99.72.640,1,0,0,2,1
17132,2019-01-26 3,5.62.206.690,1,0,0,3,1
17133,2019-01-26 3,5.211.97.39,3,1,0,3,4
17134,2019-01-22 1,91.99.72.692,1,0,0,1,1
17135,2019-01-22 7,5.78.198.524,1,1,0,7,2
17136,2019-01-22 2,5.209.200.827,1,0,0,2,1
17137,2019-01-22 3,2.177.12.512,1,0,0,3,1
17138,2019-01-22 10,207.46.13.234,1,0,0,10,1
17139,2019-01-12 8,54.36.148.704,1,0,0,8,1
17140,2019-01-22 0,2.177.12.919,1,0,0,0,1
17141,2019-01-22 8,5.209.200.977,1,0,0,8,1
17142,2019-01-22 6,91.99.72.800,0,1,0,6,1
17143,2019-01-22 5,66.249.66.374,1,0,0,5,1
17144,2019-01-22 7,91.99.72.762,1,0,0,7,1
17145,2019-01-22 2,5.211.97.894,1,0,0,2,1
17146,2019-01-22 1,5.209.200.392,1,0,0,1,1
17147,2019-01-22 11,91.99.72.955,1,0,0,11,1
17148,2019-01-22 1,5.78.198.263,0,1,0,1,1
17149,2019-01-22 10,91.99.72.336,1,0,0,10,1
17150,2019-01-27 4,54.36.148.97,1,0,0,4,1
17151,2019-01-22 11,66.249.66.631,1,0,0,11,1
17152,2019-01-22 6,31.56.96.582,1,0,0,6,1
17153,2019-01-22 4,5.211.97.419,1,0,0,4,1
17154,2019-01-22 5,5.209.200.683,1,0,0,5,1
17155,2019-01-22 8,2.177.12.781,1,0,0,8,1
17156,2019-01-22 1,5.78.198.976,1,1,0,1,2
17157,2019-01-22 6,66.111.54.366,1,0,0,6,1
17158,2019-01-22 0,91.99.72.920,1,0,0,0,1
17159,2019-01-22 10,66.249.66.930,1,0,0,10,1
17160,2019-01-22 5,2.177.12.443,1,0,0,5,1
17161,2019-01-22 1,207.46.13.261,1,0,0,1,1
17162,2019-01-22 9,2.177.12.140,0,3,0,9,3
17163,2019-01-14 10,54.36.148.233,1,0,0,10,1
17164,2019-01-22 1,66.111.54.713,1,0,0,1,1
17165,2019-01-22 11,91.99.72.471,1,0,0,11,1
17166,2019-01-22 10,66.249.66.965,2,0,0,10,2
17167,2019-01-22 11,66.111.54.567,1,0,0,11,1
17168,2019-01-22 8,91.99.72.762,0,1,0,8,1
17169,2019-01-22 8,5.209.200.755,1,0,0,8,1
17170,2019-01-22 9,2.179.141.54,0,1,0,9,1
17171,2019-01-22 3,54.36.148.211,1,0,0,3,1
17172,2019-01-22 6,5.209.200.411,1,0,0,6,1
17173,2019-01-22 10,5.209.200.532,1,0,0,10,1
17174,2019-01-22 5,5.209.200.759,1,0,0,5,1
17175,2019-01-16 9,66.249.66.194,0,1,0,9,1
17176,2019-01-22 11,91.99.72.350,1,1,0,11,2
17177,2019-01-22 4,5.78.198.359,1,0,0,4,1
17178,2019-01-22 7,66.111.54.269,1,0,0,7,1
17179,2019-01-29 0,5.62.206.756,1,0,0,0,1
17180,2019-01-19 11,54.36.148.409,1,0,0,11,1
17181,2019-01-22 8,2.179.141.182,0,1,0,8,1
17182,2019-01-22 4,66.249.66.755,1,0,0,4,1
17183,2019-01-22 1,2.179.141.343,0,1,0,1,1
17184,2019-01-22 5,5.209.200.705,1,0,0,5,1
17185,2019-01-22 1,5.78.198.442,0,1,0,1,1
17186,2019-01-22 10,207.46.13.758,1,0,0,10,1
17187,2019-01-22 3,5.78.198.903,0,1,0,3,1
17188,2019-01-22 10,66.249.66.684,2,0,0,10,2
17189,2019-01-22 10,5.78.198.682,1,0,0,10,1
17190,2019-01-22 9,31.56.96.769,1,0,0,9,1
17191,2019-01-22 6,66.249.66.791,1,0,0,6,1
17192,2019-01-22 4,54.36.148.176,1,0,0,4,1
17193,2019-01-22 5,2.177.12.522,1,0,0,5,1
17194,2019-01-22 1,2.177.12.631,1,0,0,1,1
17195,2019-01-22 4,5.209.200.140,1,0,0,4,1
17196,2019-01-22 2,2.179.141.959,0,1,0,2,1
17197,2019-01-22 4,204.18.198.423,1,0,0,4,1
17198,2019-01-22 11,66.249.66.171,1,0,0,11,1
17199,2019-01-22 8,2.177.12.87,2,0,0,8,2
17200,2019-01-22 7,5.211.97.706,1,0,0,7,1
17201,2019-01-22 9,5.209.200.873,1,0,0,9,1
17202,2019-01-20 10,54.36.148.810,1,0,0,10,1
17203,2019-01-22 10,66.249.66.820,2,1,0,10,3
17204,2019-01-26 9,5.62.206.54,1,0,0,9,1
17205,2019-01-22 4,91.99.72.837,1,0,0,4,1
17206,2019-01-22 0,5.78.198.686,0,1,0,0,1
17207,2019-01-22 2,5.78.198.183,1,0,0,2,1
17208,2019-01-30 9,66.249.66.194,0,1,0,9,1
17209,2019-01-22 1,5.211.97.767,1,0,0,1,1
17210,2019-01-22 1,207.46.13.678,1,0,0,1,1
17211,2019-01-22 10,31.56.96.767,1,0,0,10,1
17212,2019-01-22 0,5.209.200.138,1,0,0,0,1
17213,2019-01-22 1,5.78.198.681,1,0,0,1,1
17214,2019-01-22 0,204.18.198.332,1,0,0,0,1
17215,2019-01-22 4,66.111.54.815,1,0,0,4,1
17216,2019-01-22 1,2.179.141.894,0,1,0,1,1
17217,2019-01-22 1,66.111.54.262,1,0,0,1,1
17218,2019-01-22 9,2.179.141.480,0,1,0,9,1
17219,2019-01-22 10,204.18.198.205,1,0,0,10,1
17220,2019-01-12 0,204.18.198.248,0,1,0,0,1
17221,2019-01-22 6,207.46.13.543,1,0,0,6,1
17222,2019-01-22 6,204.18.198.276,1,0,0,6,1
17223,2019-01-22 8,91.99.72.764,0,1,0,8,1
17224,2019-01-22 0,66.111.54.313,1,0,0,0,1
17225,2019-01-26 3,66.249.64.66,1,0,0,3,1
17226,2019-01-22 4,66.249.66.329,1,0,0,4,1
17227,2019-01-22 2,40.77.167.610,1,0,0,2,1
17228,2019-01-22 4,5.209.200.813,1,0,0,4,1
17229,2019-01-22 1,91.99.72.859,1,0,0,1,1
17230,2019-01-22 3,54.36.148.477,1,0,0,3,1
17231,2019-01-22 5,5.211.97.484,1,0,0,5,1
17232,2019-01-22 6,2.177.12.31,1,0,0,6,1
17233,2019-01-22 8,54.36.148.543,1,0,0,8,1
17234,2019-01-21 11,66.249.66.194,0,1,0,11,1
17235,2019-01-22 0,54.36.148.16,1,0,0,0,1
17236,2019-01-22 10,66.249.66.843,1,0,0,10,1
17237,2019-01-22 8,2.177.12.154,1,0,0,8,1
17238,2019-01-22 5,54.36.148.842,1,0,0,5,1
17239,2019-01-22 5,66.249.66.628,1,0,0,5,1
17240,2019-01-22 9,2.177.12.642,1,0,0,9,1
17241,2019-01-22 11,66.111.54.319,1,0,0,11,1
17242,2019-01-18 1,5.62.206.939,1,0,0,1,1
17243,2019-01-22 6,91.99.72.564,0,1,0,6,1
17244,2019-01-22 2,204.18.198.789,1,0,0,2,1
17245,2019-01-22 6,5.209.200.454,1,0,0,6,1
17246,2019-01-22 10,66.249.66.609,0,1,0,10,1
17247,2019-01-14 10,5.62.206.153,1,0,0,10,1
17248,2019-01-22 0,66.111.54.521,1,0,0,0,1
17249,2019-01-22 9,66.249.66.183,0,1,0,9,1
17250,2019-01-22 6,66.249.66.731,1,0,0,6,1
17251,2019-01-22 4,66.249.66.63,1,0,0,4,1
17252,2019-01-22 9,66.249.66.909,1,0,0,9,1
17253,2019-01-22 9,66.249.66.308,2,0,0,9,2
17254,2019-01-22 0,66.249.66.429,1,0,0,0,1
17255,2019-01-22 5,5.211.97.275,1,0,0,5,1
17256,2019-01-22 10,66.249.66.545,1,0,0,10,1
17257,2019-01-22 2,54.36.148.161,0,1,0,2,1
17258,2019-01-22 6,5.211.97.77,1,0,0,6,1
17259,2019-01-22 11,207.46.13.685,1,0,0,11,1
17260,2019-01-22 8,66.111.54.753,1,0,0,8,1
17261,2019-01-22 9,66.249.66.130,1,0,0,9,1
17262,2019-01-22 2,5.209.200.929,1,0,0,2,1
17263,2019-01-22 6,66.249.66.104,1,0,0,6,1
17264,2019-01-22 0,66.249.66.16,1,0,0,0,1
17265,2019-01-22 7,2.177.12.797,1,0,0,7,1
17266,2019-01-22 4,66.249.66.724,1,0,0,4,1
17267,2019-01-22 8,66.111.54.444,1,0,0,8,1
17268,2019-01-22 7,91.99.72.944,0,1,0,7,1
17269,2019-01-22 1,66.249.66.131,1,0,0,1,1
17270,2019-01-22 1,66.249.66.605,1,0,0,1,1
17271,2019-01-22 10,66.111.54.718,1,0,0,10,1
17272,2019-01-22 4,66.249.66.943,1,0,0,4,1
17273,2019-01-22 6,2.177.12.457,1,0,0,6,1
17274,2019-01-22 8,91.99.72.971,1,0,0,8,1
17275,2019-01-19 3,54.36.148.854,1,0,0,3,1
17276,2019-01-22 11,66.249.66.40,1,0,0,11,1
17277,2019-01-22 6,2.177.12.761,1,0,0,6,1
17278,2019-01-22 2,2.177.12.116,1,0,0,2,1
17279,2019-01-22 5,66.111.54.773,1,0,0,5,1
17280,2019-01-22 3,2.177.12.734,1,0,0,3,1
17281,2019-01-22 11,207.46.13.470,1,0,0,11,1
17282,2019-01-22 4,5.211.97.942,2,0,0,4,2
17283,2019-01-22 4,66.249.66.207,3,0,0,4,3
17284,2019-01-22 5,204.18.198.229,1,0,0,5,1
17285,2019-01-22 8,66.111.54.357,2,0,0,8,2
17286,2019-01-22 10,204.18.198.342,1,0,0,10,1
17287,2019-01-22 2,54.36.148.586,1,0,0,2,1
17288,2019-01-22 2,2.177.12.888,1,0,0,2,1
17289,2019-01-22 1,66.111.54.929,1,0,0,1,1
17290,2019-01-22 8,5.209.200.697,1,0,0,8,1
17291,2019-01-22 1,2.179.141.970,0,1,0,1,1
17292,2019-01-22 6,66.249.66.520,1,0,0,6,1
17293,2019-01-22 11,207.46.13.136,0,1,0,11,1
17294,2019-01-22 4,2.177.12.100,1,0,0,4,1
17295,2019-01-22 1,31.56.96.399,1,0,0,1,1
17296,2019-01-22 2,66.111.54.741,1,0,0,2,1
17297,2019-01-22 6,66.111.54.524,1,0,0,6,1
17298,2019-01-22 2,5.209.200.418,1,0,0,2,1
17299,2019-01-22 4,91.99.72.697,1,1,0,4,2
17300,2019-01-22 8,31.56.96.582,1,0,0,8,1
17301,2019-01-22 8,5.209.200.404,1,0,0,8,1
17302,2019-01-22 7,2.179.141.875,0,1,0,7,1
17303,2019-01-22 3,2.177.12.817,1,0,0,3,1
17304,2019-01-22 11,5.209.200.928,1,0,0,11,1
17305,2019-01-22 6,91.99.72.650,0,1,0,6,1
17306,2019-01-22 7,31.56.96.208,1,0,0,7,1
17307,2019-01-22 0,54.36.148.433,1,0,0,0,1
17308,2019-01-24 1,5.62.206.507,1,0,0,1,1
17309,2019-01-24 11,54.36.148.31,1,0,0,11,1
17310,2019-01-22 0,66.111.54.904,1,0,0,0,1
17311,2019-01-22 10,54.36.148.794,1,0,0,10,1
17312,2019-01-22 10,66.249.66.158,1,0,0,10,1
17313,2019-01-22 8,66.249.66.913,1,0,0,8,1
17314,2019-01-22 6,207.46.13.264,1,0,0,6,1
17315,2019-01-22 8,66.249.66.780,0,1,0,8,1
17316,2019-01-18 7,54.36.148.477,1,0,0,7,1
17317,2019-01-22 9,204.18.198.95,1,0,0,9,1
17318,2019-01-22 5,31.56.96.133,1,0,0,5,1
17319,2019-01-22 10,5.211.97.380,1,0,0,10,1
17320,2019-01-22 4,40.77.167.766,1,0,0,4,1
17321,2019-01-22 1,66.249.66.720,1,1,0,1,2
17322,2019-01-22 5,66.249.66.762,2,1,0,5,3
17323,2019-01-22 8,5.211.97.385,1,0,0,8,1
17324,2019-01-25 8,5.62.206.71,1,0,0,8,1
17325,2019-01-22 10,54.36.148.274,1,0,0,10,1
17326,2019-01-22 4,204.18.198.170,1,0,0,4,1
17327,2019-01-22 10,31.56.96.167,1,0,0,10,1
17328,2019-01-22 11,31.56.96.292,1,0,0,11,1
17329,2019-01-22 9,91.99.72.973,0,1,0,9,1
17330,2019-01-22 2,66.111.54.989,1,0,0,2,1
17331,2019-01-22 5,66.111.54.182,2,0,0,5,2
17332,2019-01-22 7,5.211.97.943,1,0,0,7,1
17333,2019-01-22 8,40.77.167.129,0,1,0,8,1
17334,2019-01-22 3,5.78.198.922,1,0,0,3,1
17335,2019-01-22 10,66.249.66.691,1,0,0,10,1
17336,2019-01-22 5,5.211.97.339,1,0,0,5,1
17337,2019-01-22 7,66.249.66.20,1,1,0,7,2
17338,2019-01-22 5,5.211.97.448,1,0,0,5,1
17339,2019-01-22 10,66.111.54.535,1,0,0,10,1
17340,2019-01-31 2,5.62.206.490,1,0,0,2,1
17341,2019-01-11 4,204.18.198.248,0,1,0,4,1
17342,2019-01-22 6,5.211.97.24,1,0,0,6,1
17343,2019-01-22 0,2.177.12.507,1,0,0,0,1
17344,2019-01-14 3,207.46.13.115,2,0,0,3,2
17345,2019-01-22 1,204.18.198.646,1,0,0,1,1
17346,2019-01-22 10,91.99.72.878,0,1,0,10,1
17347,2019-01-22 7,5.209.200.950,1,0,0,7,1
17348,2019-01-18 0,5.62.206.267,1,0,0,0,1
17349,2019-01-22 11,91.99.72.10,1,0,0,11,1
17350,2019-01-22 11,2.179.141.502,0,1,0,11,1
17351,2019-01-22 7,91.99.72.792,1,0,0,7,1
17352,2019-01-22 9,2.177.12.329,1,0,0,9,1
17353,2019-01-22 11,5.78.198.360,0,1,0,11,1
17354,2019-01-22 1,204.18.198.765,1,0,0,1,1
17355,2019-01-22 10,66.249.66.876,1,0,0,10,1
17356,2019-01-22 0,5.211.97.936,1,0,0,0,1
17357,2019-01-22 5,66.249.66.139,2,1,0,5,3
17358,2019-01-22 4,54.36.148.571,1,0,0,4,1
17359,2019-01-22 7,66.249.66.974,1,0,0,7,1
17360,2019-01-22 5,5.209.200.664,1,0,0,5,1
17361,2019-01-22 8,66.111.54.830,1,0,0,8,1
17362,2019-01-22 3,5.211.97.608,1,0,0,3,1
17363,2019-01-22 4,31.56.96.909,1,0,0,4,1
17364,2019-01-22 11,66.249.66.828,1,0,0,11,1
17365,2019-01-22 2,5.209.200.12,1,0,0,2,1
17366,2019-01-22 3,207.46.13.653,1,0,0,3,1
17367,2019-01-23 5,5.62.206.237,1,0,0,5,1
17368,2019-01-22 8,91.99.72.328,2,0,0,8,2
17369,2019-01-22 9,66.249.66.387,1,0,0,9,1
17370,2019-01-22 7,66.249.66.951,1,0,0,7,1
17371,2019-01-22 1,91.99.72.629,1,0,0,1,1
17372,2019-01-22 5,2.177.12.748,1,0,0,5,1
17373,2019-01-21 6,5.62.206.695,1,0,0,6,1
17374,2019-01-22 7,66.249.66.539,1,0,0,7,1
17375,2019-01-22 3,66.249.66.826,1,0,0,3,1
17376,2019-01-22 4,2.179.141.982,0,1,0,4,1
17377,2019-01-22 5,2.177.12.72,1,0,0,5,1
17378,2019-01-22 11,91.99.72.46,1,0,0,11,1
17379,2019-01-22 8,91.99.72.159,1,0,0,8,1
17380,2019-01-22 9,207.46.13.103,1,0,0,9,1
17381,2019-01-22 9,2.177.12.759,1,0,0,9,1
17382,2019-01-22 3,66.249.66.40,1,0,0,3,1
17383,2019-01-22 1,91.99.72.190,1,0,0,1,1
17384,2019-01-22 3,66.111.54.785,1,0,0,3,1
17385,2019-01-22 7,66.249.66.313,1,0,0,7,1
17386,2019-01-22 8,66.249.66.214,1,0,0,8,1
17387,2019-01-22 5,91.99.72.251,0,1,0,5,1
17388,2019-01-22 4,66.111.54.960,1,0,0,4,1
17389,2019-01-22 6,66.111.54.161,1,0,0,6,1
17390,2019-01-22 4,2.177.12.85,1,0,0,4,1
17391,2019-01-22 4,66.249.66.265,1,0,0,4,1
17392,2019-01-22 1,66.249.66.216,1,0,0,1,1
17393,2019-01-22 9,5.78.198.111,0,1,0,9,1
17394,2019-01-22 2,5.211.97.946,1,0,0,2,1
17395,2019-01-22 0,91.99.72.584,1,0,0,0,1
17396,2019-01-22 2,66.249.66.516,1,0,0,2,1
17397,2019-01-22 3,66.111.54.458,1,0,0,3,1
17398,2019-01-22 8,5.78.198.884,1,0,0,8,1
17399,2019-01-22 11,5.78.198.931,0,1,0,11,1
17400,2019-01-22 3,2.177.12.554,2,0,0,3,2
17401,2019-01-22 0,5.211.97.311,1,0,0,0,1
17402,2019-01-22 9,91.99.72.176,1,0,0,9,1
17403,2019-01-22 1,2.179.141.293,0,1,0,1,1
17404,2019-01-22 4,66.111.54.901,1,0,0,4,1
17405,2019-01-22 2,91.99.72.664,1,0,0,2,1
17406,2019-01-22 4,5.211.97.268,1,0,0,4,1
17407,2019-01-22 11,66.249.66.345,0,1,0,11,1
17408,2019-01-22 2,66.249.66.949,1,0,0,2,1
17409,2019-01-22 5,66.249.66.832,2,0,0,5,2
17410,2019-01-22 2,91.99.72.142,0,1,0,2,1
17411,2019-01-22 1,40.77.167.644,1,0,0,1,1
17412,2019-01-22 0,66.249.66.512,2,0,0,0,2
17413,2019-01-22 5,31.56.96.341,1,0,0,5,1
17414,2019-01-22 0,5.211.97.349,1,0,0,0,1
17415,2019-01-22 11,5.78.198.139,1,0,0,11,1
17416,2019-01-22 10,66.111.54.629,1,0,0,10,1
17417,2019-01-22 5,66.249.66.751,1,0,0,5,1
17418,2019-01-24 4,5.62.206.742,1,0,0,4,1
17419,2019-01-22 8,66.249.66.188,2,0,0,8,2
17420,2019-01-22 5,31.56.96.51,0,1,0,5,1
17421,2019-01-22 11,66.111.54.9,1,0,0,11,1
17422,2019-01-25 0,5.62.206.690,1,0,0,0,1
17423,2019-01-15 9,5.62.206.817,1,0,0,9,1
17424,2019-01-22 10,66.249.66.32,2,1,0,10,3
17425,2019-01-20 10,54.36.148.345,1,0,0,10,1
17426,2019-01-22 4,66.249.66.3,1,0,0,4,1
17427,2019-01-22 8,54.36.148.248,1,0,0,8,1
17428,2019-01-22 8,31.56.96.262,1,0,0,8,1
17429,2019-01-22 8,2.177.12.655,1,0,0,8,1
17430,2019-01-22 6,2.177.12.506,1,0,0,6,1
17431,2019-01-22 0,66.249.66.575,2,0,0,0,2
17432,2019-01-22 4,66.249.66.302,1,0,0,4,1
17433,2019-01-22 8,2.179.141.354,0,1,0,8,1
17434,2019-01-22 9,66.111.54.913,1,0,0,9,1
17435,2019-01-28 5,5.62.206.904,1,0,0,5,1
17436,2019-01-22 5,2.179.141.803,0,1,0,5,1
17437,2019-01-22 9,40.77.167.823,1,0,0,9,1
17438,2019-01-22 9,66.249.66.586,1,0,0,9,1
17439,2019-01-22 11,207.46.13.704,1,0,0,11,1
17440,2019-01-22 0,5.211.97.78,1,0,0,0,1
17441,2019-01-22 8,5.78.198.458,0,1,0,8,1
17442,2019-01-22 8,66.111.54.991,1,0,0,8,1
17443,2019-01-22 11,66.111.54.127,1,0,0,11,1
17444,2019-01-22 0,5.209.200.218,0,2,0,0,2
17445,2019-01-22 3,5.209.200.274,1,0,0,3,1
17446,2019-01-22 9,66.249.66.233,1,0,0,9,1
17447,2019-01-22 8,2.177.12.179,1,0,0,8,1
17448,2019-01-22 2,66.249.66.654,1,0,0,2,1
17449,2019-01-22 8,5.78.198.752,1,0,0,8,1
17450,2019-01-22 8,66.249.66.985,2,0,0,8,2
17451,2019-01-22 6,5.78.198.466,0,1,0,6,1
17452,2019-01-22 4,91.99.72.389,1,0,0,4,1
17453,2019-01-28 11,5.62.206.69,1,0,0,11,1
17454,2019-01-14 3,31.56.96.51,1,0,0,3,1
17455,2019-01-22 5,5.78.198.71,0,1,0,5,1
17456,2019-01-22 2,66.111.54.531,2,0,0,2,2
17457,2019-01-23 8,204.18.198.248,0,1,0,8,1
17458,2019-01-22 3,66.249.66.830,1,0,0,3,1
17459,2019-01-22 1,66.111.54.468,2,0,0,1,2
17460,2019-01-22 10,5.209.200.996,1,0,0,10,1
17461,2019-01-22 2,66.249.66.672,1,0,0,2,1
17462,2019-01-22 8,54.36.148.984,1,0,0,8,1
17463,2019-01-22 11,31.56.96.547,1,0,0,11,1
17464,2019-01-22 11,54.36.148.784,1,0,0,11,1
17465,2019-01-24 5,54.36.148.765,1,0,0,5,1
17466,2019-01-22 1,5.209.200.170,1,0,0,1,1
17467,2019-01-22 7,66.111.54.601,1,0,0,7,1
17468,2019-01-22 3,66.249.66.422,2,0,0,3,2
17469,2019-01-22 2,66.249.66.35,1,0,0,2,1
17470,2019-01-21 0,54.36.148.519,1,0,0,0,1
17471,2019-01-22 5,31.56.96.916,1,0,0,5,1
17472,2019-01-22 4,66.111.54.798,1,0,0,4,1
17473,2019-01-22 2,91.99.72.324,0,1,0,2,1
17474,2019-01-22 0,5.78.198.947,1,0,0,0,1
17475,2019-01-22 6,91.99.72.483,1,0,0,6,1
17476,2019-01-22 9,31.56.96.51,0,1,0,9,1
17477,2019-01-16 1,5.62.206.112,1,0,0,1,1
17478,2019-01-22 4,5.211.97.308,1,0,0,4,1
17479,2019-01-22 10,5.211.97.737,1,0,0,10,1
17480,2019-01-22 0,91.99.72.279,0,1,0,0,1
17481,2019-01-22 0,54.36.148.258,1,0,0,0,1
17482,2019-01-22 1,66.111.54.594,1,0,0,1,1
17483,2019-01-22 11,40.77.167.195,1,0,0,11,1
17484,2019-01-22 7,54.36.148.74,1,0,0,7,1
17485,2019-01-22 3,5.209.200.766,1,0,0,3,1
17486,2019-01-22 2,66.249.66.345,1,0,0,2,1
17487,2019-01-23 0,5.62.206.401,1,0,0,0,1
17488,2019-01-24 6,5.62.206.807,1,0,0,6,1
17489,2019-01-22 1,5.209.200.896,1,0,0,1,1
17490,2019-01-22 0,66.249.66.855,1,0,0,0,1
17491,2019-01-31 0,54.36.148.268,1,0,0,0,1
17492,2019-01-28 8,5.62.206.902,1,0,0,8,1
17493,2019-01-22 4,54.36.148.223,1,0,0,4,1
17494,2019-01-22 5,54.36.148.378,1,0,0,5,1
17495,2019-01-22 0,207.46.13.399,1,0,0,0,1
17496,2019-01-22 2,207.46.13.25,1,0,0,2,1
17497,2019-01-22 3,31.56.96.179,1,0,0,3,1
17498,2019-01-22 11,204.18.198.642,1,0,0,11,1
17499,2019-01-27 9,66.249.66.194,0,1,0,9,1
17500,2019-01-22 2,2.179.141.807,0,1,0,2,1
17501,2019-01-22 6,40.77.167.19,1,0,0,6,1
17502,2019-01-22 4,66.111.54.993,1,0,0,4,1
17503,2019-01-22 4,91.99.72.669,0,1,0,4,1
17504,2019-01-22 3,5.211.97.566,1,0,0,3,1
17505,2019-01-22 1,91.99.72.519,1,0,0,1,1
17506,2019-01-22 1,66.249.66.109,1,0,0,1,1
17507,2019-01-22 6,5.78.198.760,0,1,0,6,1
17508,2019-01-22 6,204.18.198.87,1,0,0,6,1
17509,2019-01-22 9,2.177.12.529,1,0,0,9,1
17510,2019-01-22 9,66.249.66.383,1,0,0,9,1
17511,2019-01-22 7,31.56.96.424,1,0,0,7,1
17512,2019-01-22 4,66.249.66.610,1,1,0,4,2
17513,2019-01-15 0,5.62.206.406,1,0,0,0,1
17514,2019-01-22 5,66.249.66.444,1,0,0,5,1
17515,2019-01-22 0,66.249.66.576,1,0,0,0,1
17516,2019-01-22 1,91.99.72.766,2,1,0,1,3
17517,2019-01-22 11,5.209.200.493,1,0,0,11,1
17518,2019-01-22 4,66.249.66.805,1,0,0,4,1
17519,2019-01-22 2,66.111.54.177,1,0,0,2,1
17520,2019-01-22 11,5.211.97.337,1,0,0,11,1
17521,2019-01-22 2,66.249.66.454,1,0,0,2,1
17522,2019-01-22 3,91.99.72.642,1,0,0,3,1
17523,2019-01-22 0,66.111.54.733,1,0,0,0,1
17524,2019-01-22 6,66.249.66.867,0,1,0,6,1
17525,2019-01-22 2,5.211.97.711,1,0,0,2,1
17526,2019-01-22 3,2.177.12.899,1,0,0,3,1
17527,2019-01-22 3,66.249.66.256,1,0,0,3,1
17528,2019-01-22 3,66.249.66.45,1,0,0,3,1
17529,2019-01-22 1,66.111.54.988,1,0,0,1,1
17530,2019-01-22 9,66.249.66.913,1,0,0,9,1
17531,2019-01-22 1,204.18.198.395,1,0,0,1,1
17532,2019-01-22 2,5.78.198.690,0,1,0,2,1
17533,2019-01-22 9,66.249.66.444,1,0,0,9,1
17534,2019-01-22 4,66.249.66.228,2,0,0,4,2
17535,2019-01-22 5,66.249.66.414,0,1,0,5,1
17536,2019-01-22 2,66.249.66.792,1,0,0,2,1
17537,2019-01-22 7,66.249.66.781,1,0,0,7,1
17538,2019-01-22 0,91.99.72.849,1,0,0,0,1
17539,2019-01-22 9,66.111.54.16,1,0,0,9,1
17540,2019-01-22 0,5.211.97.171,1,0,0,0,1
17541,2019-01-22 10,66.111.54.821,1,0,0,10,1
17542,2019-01-22 8,54.36.148.491,1,0,0,8,1
17543,2019-01-22 2,2.177.12.556,1,0,0,2,1
17544,2019-01-22 10,66.249.66.822,1,0,0,10,1
17545,2019-01-22 5,5.78.198.923,1,1,0,5,2
17546,2019-01-22 1,66.249.66.453,1,0,0,1,1
17547,2019-01-22 0,91.99.72.265,1,0,0,0,1
17548,2019-01-22 4,91.99.72.787,0,1,0,4,1
